Key,Value
1063337790,그윈올다의 농장
1064386392,더티 캐슬 주점
1065434976,캐롤라나의 판잣집
1066483590,호크햄 농장 유적
1067532175,가어스턴 농가 유적
1068580753,에본암의 모루
1069629337,애슐리 홀 유적
1070677929,무어하우스 저택 유적
1071726527,몰라스
1072775133,키나레스의 온화한 빛
1073823776,키나레스의 내면의 순교자
1074872377,에벨라나의 오두막
1075920960,옛 애쉬햄 판잣집 유적
1076970281,우드스턴 저택
1078018859,쉬지 않는 노움 여관
1079067454,화이트트리
1080116048,비버와 염소 호스텔
1081164627,버킹필드 탑
1082213222,키나레스의 성스러운 제단
1083261804,커크레크
1084310425,쥐와 단검 호스텔
1085359004,커크패스
1086407584,그윈오나의 오두막
1087456178,립크로프트 홀
1088504760,옛 버킹스미스 오두막
1089553359,캐롤레인의 농장
1090601978,옛 애쉬윙 오두막
1091650564,애쉬포드 농가
1092699154,바라네자르 성
1093747740,가어포드 탑 유적
1094797090,호크슬리 묘지
1095845698,발루아게룰라 골짜기
1096894296,예보르
1097942880,우즈슬리 오두막 유적
1098991500,옛 애쉬하우스 판잣집 유적
1100040088,호무나스 동굴
1101088691,윅포드 저택
1102137278,죽은 거인 호스텔
1103185906,호킹 그레인지
1104234512,키나레스의 통곡하는 제단
1105283090,옛 코퍼윙 거처
1106332406,키나레스의 노래하는 구원자
1107380990,반워크
1108429571,죽은 마멋 여관
1109478170,바알라테레사의 구멍
1110526760,게릴란크세사의 구덩이
1111575343,가어슬리 묘지
1112623938,옛 우드윙 오두막
1113672532,조드 신전
1114721127,드워프와 경비병 술집
1115769719,무어슬리 그레인지 유적
1116818297,허스하우스 과수원
1117866914,호크필드 그레인지 유적
1118915512,킹슬리 묘지
1119964113,벨라다비스의 농장
1121012717,던노리안 채석장
1122062063,나는 거인 호스텔
1123110665,사히블리타의 은신처
1124159261,돼지와 술잔 주점
1125207870,로다스티르 채석장
1126256456,키나레스의 눈물 흘리는 선지자
1127305088,롱카트
1128353717,허스햄 묘지
1129402300,애쉬슬리 묘지
1130451646,모르디와이어 광산
1131500230,키나레스의 두려움에 찬 영혼
1132548809,키나레스의 영원한 빛
1133597461,무어포드 지하 묘지
1134646138,무어스미스 법원
1135694746,옛 코퍼링 오두막
1136743328,버킹슬리의 경비대
1137791940,빅타비스의 거처
1138841259,버킹턴 저택
1139889856,네크로모간의 집
1140938435,진홍빛 오우거 호스텔
1141987044,무어필드 성
1143035650,펜윅 숲
1144084228,욤포드 홀 유적
1145132978,와일더위치
1146182283,킹슬리 탑
1147230884,바비사의 농장
1148279491,키나레스의 영원한 순교자
1149328074,윅크로프트 농가
1150376660,곤데인 발굴지
1151425244,호킹 홀
1152473842,차렌워스
1153522423,코퍼슬리 지하 묘지
1154571030,에벨올다의 오두막
1155619662,욤하트의 거점
1156668255,디어헤드
1157716835,업호프
1158765420,키나레스의 침묵하는 순교자
1159814003,베딕토르 광산
1160863349,애슐리 요새
1161911958,울부짖는 악동 술집
1162960565,그린윙 농가
1164009216,우드턴 과수원
1165057842,가어필드 탑
1166106445,버킹슬리의 무덤
1167155023,리테훌론의 무덤
1168203606,쉬지 않는 고슴도치 호스텔
1169252189,마론의 구덩이
1170300768,킹스미스 농가
1171349380,애쉬윙 묘지
1172398693,곤도리안 터널
1173447278,여왕의 해골 술집
1174495909,키나레스의 신성한 영혼
1175544527,코퍼포드 성 유적
1176593120,생쥐와 성 주점
1177641701,옛 가어슬리 거처
1178690282,모리바라우스 홀
1179738868,테오도리안 광산
1180787539,옛 에벨리리아의 거처 유적
1181836973,모르디스테어 발굴지
1182885552,옛 호크턴 판잣집
1183934132,옛 킹스턴 오두막 유적
1184982719,옛 우딩 판잣집
1186031358,키나레스의 무한한 오라클
1187079942,키나레스의 무한한 일출
1188128532,무어턴 묘지
1189177112,드워프와 틈새 호스텔
1190225737,키나레스의 온화한 유물
1191275088,미드워스
1192323730,여우와 거인 술집
1193372323,디스파시아 동굴
1194420918,버킹윙 매장지
1195469545,우드윙 탑 유적
1196518167,호크슬리 홀
1197566750,키나레스의 노래하는 제단
1198616098,가어햄 성 유적
1199664683,무어스미스 과수원
1200713304,옥스호프
1201761893,바나라의 농장
1202810481,우사드 광산
1203859104,키나레스의 온화한 승천
1204907756,키나레스의 온화한 예언자
1205956335,드워프와 그리핀 술집
1207004916,폰트게이트
1208053495,키나레스의 두려움에 찬 순교자
1209102109,키나레스의 무한한 환생
1210151483,로도리안 발굴지
1211200108,코퍼포드 묘지
1212248707,무어햄의 집
1213297285,호크슬리 성채 유적
1214345888,코퍼링 탑 유적
1215394543,홀브리지
1216443143,버먼돈 둥지
1217492471,그윈오나의 판잣집
1218541104,무어하우스의 거점 유적
1219589721,옛 요밍 판잣집
1220638301,게린크스 구멍
1221686887,레이웨이 데리
1222735523,크롬트리
1223784118,키나레스의 무한한 순교자
1224832703,윅포드 성
1225881284,우드스미스 성채
1226929867,코퍼햄 성 유적
1227979240,아스미울라 동굴
1229027821,섹토스
1230076438,그윈이사 오두막
1231125039,디미터의 은신처
1232173621,무어링 성 유적
1233222218,키나레스의 신성한 유물
1234270797,네크로물로르의 돌무지
1235319381,가어포드 탑 유적
1236368036,고스레크
1237416658,보이가곤
1238466023,펜호프 정원
1239514603,마엘로툴라 동굴
1240563203,마스터슬리 묘지
1241611792,에펜 신전
1242660388,롱헤드
1243708968,킹스턴 묘지
1244757552,우즈슬리 저택 유적
1245806148,무어하트 법원 유적
1246854755,옛 캐롤리리아의 오두막 유적
1247903358,가어포드 농가
1248951950,트리스타스티르 채석장
1250000546,옛 에블린의 판잣집 유적
1251049138,그리닝의 거점 유적
1252097720,입스베일
1253147050,키나레스의 통곡하는 영혼
1254195634,우드스턴의 경비대
1255244259,바니비라의 농장
1256292841,이릭의 제단
1257341425,무어하트 농가
1258390071,키나레스의 영원한 승천
1259438723,나이츠우드
1260488125,버킹하트 그레인지
1261536727,짐 세이 신전
1262585323,애쉬턴 성
1263633914,호워스
1264682495,욤햄 성 유적
1265731085,키나레스의 온화한 환생
1266779677,마엘리이테라의 구덩이
1267828258,코퍼하우스 과수원
1268876868,애쉬스턴 탑 유적
1269925480,캐롤라우사의 오두막
1270974064,빅톨다의 농장
1272022648,배일게이트
1273071998,데미블룰의 동굴
1274120580,춤추는 검 호스텔
1275169174,야거고드
1276217781,립트리
1277266413,롱웰 힐
1278315046,애쉬하트 농장
1279363653,버킹슬리 탑
1280412267,옛 윅스미스 판잣집
1281461616,사자와 사냥꾼 여관
1282510203,레이윅
1283558800,키나레스의 두려움에 찬 선지자
1284607410,옛 욤슬리 판잣집
1285655995,애쉬포드 저택 유적
1286704592,윅턴 저택 유적
1287753212,버킹포드 저택 유적
1288801801,키나레스의 내면의 오라클
1289850399,옛 이소나의 농장 유적
1290898984,욤슬리 과수원
1291947582,옛 호크턴 오두막
1292996163,옛 우드스미스 오두막
1294044766,키나레스의 눈물 흘리는 오라클
1295094098,진홍빛 고슴도치 여관
1296142704,옛 마스터스미스 거처
1297191286,왕의 고슴도치 주점
1298239903,키나레스의 축복받은 나무
1299288498,앤다드 채석장
1300337087,그린스턴 성채
1301385670,마스터하우스 묘지
1302434251,호무닌크술라 동굴
1303482844,그레이포트
1304532303,나이츠모어
1305580913,킹필드 농가
1306629545,키나레스의 성스러운 신탁소
1307678123,코퍼하트 성
1308726711,트리스티위르 광맥
1309775292,애싱 농가
1310823887,윅포드 탑
1311872476,개링 과수원
1312921054,키나레스의 두려움에 찬 선지자
1313969644,앤디스테어 광산
1315018227,아고르 채석장
1316066805,왕의 단검 여관
1317115392,그린포드 궁전 폐허
1318163972,허스하트 탑
1319212552,킹크로프트 과수원
1320261156,마스터포드 홀 폐허
1321309748,허스필드 요새
1322359140,마스터크로프트 성채
1323407826,웃는 머그잔 여관
1324456419,롱호프
1325505829,롱웨이
1326554439,애싱 오두막
1327603039,발로누나 동굴
1328651617,늙은 벨라다나의 판잣집
1329700216,마스터턴 농가
1330748819,입슬리
1331797406,애싱 저택 폐허
1332845991,그린스톤 과수원
1333894613,코퍼링 저택 폐허
1334943194,키나레스의 불타는 우상
1335991776,호크필드 탑 폐허
1337040370,앤디위르 터널
1338088956,키나레스의 신성한 승천
1339138290,호크슬리 농장
1340186878,호크스턴 농가
1341235466,개르크로프트 농가
1342284067,킹스턴 농장 폐허
1343332645,머위치
1344381227,옥시지
1345429816,커크월
1346478441,캐스웰
1347527039,애샴 농장 폐허
1348575699,늙은 그위노나의 집 폐허
1349624280,그림베일
1350672871,키나레스의 통곡하는 선지자
1351722195,늙은 바바비스의 집 폐허
1352770800,우딩 농장
1353819488,두꺼비와 단검 호스텔
1354868085,무어필드 요새
1355916686,더러운 염소 호스텔
1356965273,스톡브리지
1358013857,허스윙 궁전 폐허
1359062436,늙은 벨라도랴의 농장
1360111025,리신지온의 지하 묘지
1361159613,키나레스의 통곡하는 환생
1362208194,생쥐와 고슴도치 로지
1363256778,싱윅
1364306173,호크필드 과수원
1365354753,호크윙 농장
1366403339,젠 로지
1367451917,우드스미스 농가
1368500496,버킹스턴 오두막
1369549167,체스터데일
1370597767,마스터크로프트 성
1371647157,에드위발 구덩이
1372695756,블랙베일
1373744355,그림브리지
1374792954,갤로패스
1375841555,늙은 빅타나의 오두막
1376890140,죽은 새 선술집
1377938743,우즈슬리 과수원
1378987372,늙은 우즈슬리 오두막
1380035955,늙은 크리스타나의 집 폐허
1381084543,허싱 농장
1382133150,키나레스의 통곡하는 순교자
1383181728,늙은 이사비스의 집
1384231062,그린스톤 홀 폐허
1385279670,늙은 마스터슬리 판잣집
1386328258,나는 마멋 로지
1387376838,키나레스의 영원한 구원자
1388425429,욤슬리 농가
1389474039,호무나시바의 은신처
1390522641,코퍼크로프트 홀
1391571228,머타운
1392619817,호무네우스의 은신처
1393668395,허스크로프트 요새
1394716981,킹하트 농장
1395765600,키나레스의 온화한 순교자
1396814181,늙은 이시비라의 집
1397862764,늙은 이소나의 농장
1398911370,늙은 킹하트의 집
1399960706,코퍼포드 농가
1401009313,사한크스의 은신처
1402057907,갤로데일
1403106491,그린스톤 농가
1404155083,늙은 라이사사의 집
1405203673,개르크로프트 농장
1406252251,마스터슬리 홀
1407300854,늙은 마스터링의 집
1408349440,크로스빌
1409398052,늙은 윅햄 판잣집 폐허
1410446637,킹크로프트 농가
1411495223,애싱 탑 폐허
1412543834,그린포드 과수원
1413592412,브로드몬트 히스
1414641008,버킹턴 묘지
1415690352,그린슬리 탑 폐허
1416738930,늙은 개링의 집
1417787537,호크스미스 궁전 폐허
1418836121,모르쿠케우스 동굴
1419884709,무어크로프트 오두막
1420933289,랫가비스
1421981899,키나레스의 통곡하는 선지자
1423030482,코퍼필드 과수원
1424079086,키나레스의 신성한 환생
1425127687,키나레스의 신성한 제단
1426176284,키나레스의 영원한 순교자
1427224893,늙은 라이소나의 판잣집
1428274260,레이베스
1429322855,윅하우스 오두막 폐허
1430371434,게리온의 구덩이
1431420014,버킹스미스 과수원
1432468605,코퍼하우스 저택 폐허
1433517203,허스하우스 농가
1434565856,옥스베리
1435614439,트리스티낙 광산
1436663087,늙은 라이나의 집 폐허
1437711675,모르케브라시아 동굴
1438761026,그레이윅
1439809635,허싱 농장
1440858220,와일더본
1441906806,욤하트 농가
1442955407,무어링 오두막 폐허
1444003990,베디스테어 광산
1445052603,디어빌
1446101181,로스 마녀회
1447149812,늙은 그위나비스의 오두막
1448199213,배레이
1449247796,그림빌
1450296418,박쥐와 틈새 술집
1451345026,하얀 사냥꾼 호스텔
1452393695,우드턴 성 폐허
1453443091,테오데인 광맥
1454491707,버킹스미스 저택
1455540291,키나레스의 침묵하는 선지자
1456588902,늙은 바바우사의 오두막
1457637500,무어윙 농장
1458686079,늙은 윅햄 오두막
1459734657,롱위치
1460783238,키나레스의 성스러운 구원자
1461831892,허스하트 농장
1462880485,키나레스의 침묵하는 구원자
1463929077,코퍼스미스 농장
1464978462,워위치
1466027089,보지르고스
1467075682,키나레스의 영원한 신탁소
1468124355,허스스톤 영지
1469172936,무어햄 성
1470221515,늙은 엘리자나의 농장
1471270095,윅스턴 과수원 폐허
1472319447,키나레스의 통곡하는 나무
1473368037,키나레스의 축복받은 승천
1474416621,툰웨이
1475465216,램레이
1476513808,늙은 버킹스턴 오두막
1477562388,늙은 그린하우스 오두막
1478610974,그린하우스 오두막 폐허
1479659573,개르햄 홀
1480708180,윅슬리의 경비대
1481756773,늙은 바니사의 농장
1482805366,우드하우스 지하 묘지
1483854023,애싱의 경비대
1484903383,늙은 모르가비스의 판잣집
1485951981,우드크로프트 농가
1487000563,베데인 채석장
1488049193,헤즈루고스의 둥지
1489097784,버킹포드 농가
1490146387,옥스워스 촌락
1491194984,늙은 애시슬리 판잣집
1492243609,윅윙 농가
1493292187,네부체잠 성
1494340786,키나레스의 피 흘리는 영혼
1495390138,킹하우스 성
1496438723,개르윙 묘지
1497487352,애샴 궁전 폐허
1498535945,늙은 욤윙 오두막
1499584534,늙은 허스턴 오두막
1500633144,우드턴 홀 폐허
1501681732,킹하트 영지
1502730341,킹하우스 농장
1503778922,호크포드 요새
1504827544,윅필드 영지 폐허
1505876902,호크포드 과수원
1506925546,무어필드 과수원
1507974149,우드턴 탑 폐허
1509022799,나이츠헤드 정원
1510072188,싱턴
1511120778,윅필드 묘지
1512169374,올드웰
1513217952,늙은 호크스턴 오두막
1514266545,호크필드 농가
1515315132,버킹스턴 묘지
1516363725,게리티아의 구멍
1517412308,윅턴 농장
1518460970,코퍼윙 영지
1519509557,올드포드
1520558169,늙은 바볼다의 집
1521606748,늙은 윅슬리의 집
1522655327,트리스토어 발굴지
1523703908,차렌월드
1524752490,호크슬리 오두막
1525801825,늙은 벨라다이나의 판잣집 폐허
1526850434,키나레스의 축복받은 빛
1527899064,허스턴 탑
1528947694,머셔
1529996279,그린햄 과수원
1531044860,화이트베스
1532093514,다고스
1533142100,늙은 엘리지비라의 농장
1534191447,키나레스의 영원한 선지자
1535240057,개르하트 홀 폐허
1536288656,허스햄 농장 폐허
1537337244,그린하트 묘지
1538385872,무어슬리 무덤
1539434493,애시스턴 성
1540483071,개르하우스 묘지
1541531690,버킹스미스 궁전 폐허
1542581081,무어필드 농장
1543629659,입스포트
1544678237,페로리안 광산
1545726847,욤필드 농가
1546775439,코퍼필드 저택 폐허
1547824021,키나레스의 통곡하는 영혼
1548872615,개링의 무덤
1549921265,그린슬리 탑
1550969851,개르하우스 저택 폐허
1552018429,호크스미스 농장
1553067010,레이체스터
1554115609,우드윙 농가
1555164955,올드 마스터포드 오두막
1556213556,검은 새끼 사슴 여관
1557262203,그린슬리 탑 유적
1558310868,키나레스의 노래하는 오라클
1559360273,바알라스의 구멍
1560408858,람본
1561457467,올드 윅필드 판잣집
1562506058,테오디위르 채석장
1563554704,우드포드 과수원
1564603316,혹슬리 농장 유적
1565651917,코퍼스턴 홀
1566700508,캐스크로프트
1567749101,그린햄 영지
1568798490,머위치 언덕
1569847079,돼지와 야만인 호스텔
1570895659,유세인 발굴지
1571944248,그린햄 영지 유적
1572992838,코퍼윙 그랜지
1574041438,디스피아민크시바 구멍
1575090027,키나레스의 축복받은 선지자
1576138605,탐베일
1577187188,우즈슬리 그랜지
1578235809,올드 그위난나의 판잣집
1579284444,여왕의 투구 호스텔
1580333804,올드 크리스틴의 거처
1581382406,무어스턴 농장
1582430986,이릭의 제단
1583479628,킹슬리 과수원
1584528218,올드 그린슬리 거처
1585576802,섹트락
1586625399,올드 라이시사의 농장
1587673998,마스터햄 저택 유적
1588722597,우즈슬리 농장 유적
1589771193,래튜돈
1590819777,녹색 마멋 여관
1591869135,키나레스의 통곡하는 순교자
1592917731,마스터필드 오두막 유적
1593966320,웃는 오소리 산장
1595014900,앤디스테어 발굴지
1596063481,윅스미스 농장
1597112077,올드 바보나의 판잣집
1598160701,키나레스의 눈물 흘리는 성물
1599209293,페로레의 실험실
1600257899,하스윙 요새
1601306514,애슈턴의 탑
1602355976,키나레스의 피 흘리는 재생
1603404601,올드 그위니비라의 거처
1604454043,가어필드 저택 유적
1605502658,키나레스의 온화한 나무
1606551323,킹잉의 영지 유적
1607599938,욤크로프트 묘지
1608648528,윅윙의 지하 묘지
1609697108,뉴베스 공유지
1610745707,춤추는 진 술집
1611795089,올드 바노리아의 오두막
1612843675,버그빌
1613892255,마스터턴 경비대 유적
1614940882,윅스미스 오두막 유적
1615989466,앤대스터 광산
1617038044,올드 빅토리아의 거처
1618086623,버킹슬리 영지 유적
1619135203,올드 이소리아의 거처 유적
1620183799,버그베리
1621232378,무어턴 성채 유적
1622280961,인베로비온 홀
1623329588,비버와 거인 술집
1624378174,하스턴 요새
1625427570,하스윙 성채
1626476149,올드 윅크로프트 오두막
1627524741,무어스턴 홀 유적
1628573327,마스터하트의 무덤
1629621917,키나레스의 영원한 성물
1630670498,올드 에벨라우사의 거처
1631719089,올드 캐롤올다의 거처
1632767679,마이의 신전
1633816269,우드스미스 묘지
1634864868,윅필드 궁전 유적
1635913466,커크포트 자치구
1636962061,배일체스터
1638010654,키나레스의 두려운 성물
1639060184,윅슬리 농장
1640108766,올드 킹턴 판잣집 유적
1641157348,목마른 드래곤 여관
1642205927,왕의 늑대 여관
1643254543,버킹스턴 농원
1644303128,킹윙 묘지
1645351715,올드 라이세인의 오두막
1646401105,폰트패스
1647449713,올드 엘리자나의 오두막 유적
1648498301,노드레드
1649546894,박쥐와 거인 호스텔
1650595566,와일더베일
1651644166,더러운 오소리 여관
1652692750,킹턴 궁전 유적
1653741329,키나레스의 축복받은 일출
1654790743,그롬루고스
1655839326,탐레이 공유지
1656887912,키나레스의 피 흘리는 예언자
1657936490,올드 이세인의 거처
1658985070,윅크로프트 지하 묘지
1660033790,가어슬리 농장 유적
1661082371,그레이베리
1662131763,키나레스의 축복받은 순교자
1663180344,무어필드 홀
1664228959,무어하트 농원
1665277543,올드 에벨올다의 오두막
1666326160,그린스미스 그랜지 유적
1667374784,하스하우스 성
1668423368,키나레스의 불타는 승천
1669471963,올드 가어슬리 오두막
1670520547,올드 바니비라의 거처
1671569129,마스터포드 농장
1672618550,게리더의 구멍
1673667131,이릭의 제단
1674715713,그린슬리 그랜지
1675764346,버킹필드 경비대
1676812924,크롬게이트
1677861530,그린하트 영지 유적
1678910114,램리지
1679958720,킹필드 농원
1681007309,그린슬리 저택 유적
1682056695,우드윙 저택
1683105291,버킹턴 농장
1684153884,매일란크시아의 구덩이
1685202544,블랙테일
1686251123,하스하우스 영지 유적
1687299719,행운의 염소 호스텔
1688348310,버킹잉 묘지
1689396900,버킹턴 농원
1690445488,그레이베리 민스터
1691494067,코퍼윙 묘지
1692542650,여우와 새 여관
1693592043,코퍼하트 코트 유적
1694640667,우드포드 농장 유적
1695689323,올드 에벨라라의 농장 유적
1696737907,배일헤드
1697786505,무어윙 과수원
1698835104,키나레스의 무한한 예언자
1699884504,키나레스의 통곡하는 우상
1700933082,올드 크리스탄나의 오두막
1701981753,키나레스의 피 흘리는 선지자
1703030342,알딩모어
1704078953,휴식 없는 성 여관
1705127541,노래하는
1706176128,올드 벨라다라의 농장 유적
1707225553,데메레나의 동굴
1708274142,올드 크리스타라의 거처 유적
1709322801,키나레스의 신성한 징조
1710371437,앤도리안 광산
1711420827,마이의 신전
1712469411,올드 라이사비스의 농장
1713517992,키나레스의 즐거운 나무
1714566596,올드 캐롤라라의 농장
1715615249,무어턴 농장 유적
1716663869,킹슬리 농장
1717712461,가어슬리 농원
1718761856,버킹포드의 탑
1719810472,싱본 코트
1720859122,키나레스의 내면적 재생
1721907776,코퍼슬리 성 유적
1722957195,올드 바놀다의 오두막 유적
1724005858,워리지 햄릿
1725054437,두더지와 던전 호스텔
1726104082,가어슬리 농장
1727153616,비버와 고블린 여관
1728203153,버킹윙의 영지
1729251758,하스필드 오두막
1730300342,코퍼포드 그랜지
1731348949,무어크로프트 묘지
1732397528,마이의 신전
1733447051,혹윙 저택 유적
1734495656,킹크로프트 저택
1735544248,하스턴 농원
1736593766,반호프 숲
1737642358,다키미스의 소굴
1738690950,버킹슬리 과수원 유적
1739739531,진홍빛 늑대 여관
1740788146,레이워스
1741837668,가어슬리 농장
1742886250,올드 라이사나의 농장
1743934864,가어턴 그랜지
1744983445,에펜의 신전
1746032963,올드 벨라다비스의 거처
1747081544,키나레스의 통곡하는 별
1748130158,하스윙 저택 유적
1749178747,올드 그린턴 판잣집 유적
1750228292,그리닝 요새
1751277851,그린필드 농원
1752326448,무어필드 금고
1753375057,킹스미스 지하 묘지
1754424574,킹크로프트 묘지
1755473163,애슐리 농원
1756521774,박쥐와 그리핀 호스텔
1757570358,올드 벨라디비라의 농장
1758619874,키나레스의 온화한 선지자
1759668460,애슐리 매장지
1760717039,하스턴 농장
1761765625,아즈보르
1762814207,킹턴 농장 유적
1763862803,가어턴 오두막 유적
1764912325,돼지와 새 호스텔
1765960931,그린포드 영지
1767009529,에드워드 발굴지
1768059040,두꺼비와 고양이 산장
1769107636,키나레스의 불타는 영혼
1770156229,애슈윙 농장
1771204807,붉은 해골 여관
1772253390,애슈턴 농원
1773301983,키나레스의 불타는 구원자
1774351528,올드 가어윙 거처 유적
1775401096,키나레스의 고요한 빛
1776449696,앤디스티어 발굴지
1777498281,애슈스미스 그랜지
1778546867,애슈스턴 오두막
1779596382,안라스
1780644972,킹포드 그랜지
1781693599,워브리지 언덕
1782742186,하스필드 성채
1783791718,올드 그위니사의 오두막 유적
1784840311,가어크로프트 농원
1785888909,올드 마스터하우스 오두막
1786937488,캐롤리리아 의회
1787987006,올드 애슈하우스 오두막 유적
1789035622,올드 캐롤라우사의 거처
1790084201,모르케우세사 구멍
1791133720,무어윙 성채
1792182312,키나레스의 내면적 선지자
1793230903,테오디스테어 광맥
1794279499,가어스미스의 경비대
1795329065,키나레스의 눈물 흘리는 구원자
1796377668,램크로프트 코트
1797426249,에드위릭 터널
1798475784,허스햄 묘지
1799524367,모를라스
1800572948,허스윙 그레인지
1801621532,킹턴 농장
1802671083,올드 캐롤리리아의 오두막
1803719679,유소어 터널
1804768262,올드 애쉬하트 오두막
1805816844,올드 윅턴 오두막
1806866373,우드하트 저택
1807914951,마레리아의 구덩이
1808963537,우딩 저택 유적
1810012123,로딘 광맥
1811061704,코퍼필드 홀 유적
1812110313,마스터슬리 지하 묘지
1813159825,마스터턴 농장
1814208407,코퍼하우스 오두막 유적
1815257011,우드하우스 탑
1816305615,가어햄 저택 유적
1817355120,키나레스의 영원한 유물
1818403698,올드 이신(Ysyn)의 오두막
1819452310,올드 이시사(Ysyssa)의 오두막
1820500908,커크위치
1821550434,윅크로프트 그레인지
1822599014,롱워크 바위
1823647596,마스터필드 코트 유적
1824696178,애쉬크로프트 그레인지
1825744762,코퍼하트 농장
1826793360,올드 버킹크로프트 판잣집
1827842940,코퍼스턴 요새
1828891525,키나레스의 온화한 별
1829940103,스라소니와 구덩이 여관
1830989616,그린슬리 과수원 유적
1832038216,발리요누나의 소굴
1833086798,올드 엘리조리아의 농장
1834135390,코퍼슬리 과수원
1835183968,코퍼하우스 홀
1836233494,더러운 진(Djinn) 술집
1837283064,코퍼하우스 무덤
1838331642,우드윙 저택 유적
1839380232,모딘 광맥
1840428829,버킹슬리 성
1841477425,버킹필드 과수원
1842527016,체스터월드 골짜기
1843576529,램웨이
1844625111,악마의 검 여관
1845673704,올드 바보리아의 거처
1846722286,버킹슬리 농장
1847770864,홀월드
1848819452,허스햄 농장
1849868030,키나레스의 통곡하는 예언자
1850918605,키나레스의 불타는 선지자
1851968135,황금 고양이 여관
1853016719,올드 빅타우사의 농장
1854065301,탬패스
1855113882,가어턴 궁전
1856162497,마스터햄 농장
1857211082,키나레스의 영원한 구원자
1858260616,머베스
1859309197,화이트몬트
1860357782,욤턴 오두막
1861406384,욤잉 탑
1862454964,애싱 저택
1863504476,무어턴 코트 유적
1864553054,키나레스의 무한한 선지자
1865601634,올드 킹하트 판잣집
1866651215,코퍼하우스 농장
1867699844,브로드워크
1868749350,가어슬리 농장
1869797935,윅햄 과수원 유적
1870846531,가어슬리 성
1871895112,행운의 거인(Giant) 술집
1872944658,키나레스의 온화한 영혼
1873993250,우드필드 성
1875041873,키나레스의 신성한 빛
1876091384,두꺼비와 그리핀(Griffin) 여관
1877139970,여왕의 근위대 여관
1878188572,올드 엘라사의 오두막
1879237157,가어햄 묘지
1880287695,킹슬리 그레인지
1881336284,가어링 저택 유적
1882384870,그레이우드
1883433458,애쉬턴 지하 금고
1884483050,아이릭의 제단
1885532575,캐스모스 공유지
1886581187,키나레스의 즐거운 별
1887629770,무어슬리 탑 유적
1888679299,키나레스의 온화한 징조
1889727900,버킹하트 묘지
1890777466,애쉬턴 지하 묘지
1891826058,키나레스의 고요한 유물
1892875658,애쉬턴 저택
1893925192,올드 무어링 오두막
1894973772,비명 지르는 해골 술집
1896022354,옥스브리지
1897071910,마스터링 홀 유적
1898120489,발라탄크세사의 소굴
1899169108,그레이워스
1900218644,코퍼윙 묘지
1901267222,키나레스의 피 흘리는 제단
1902315802,가어스턴 묘지
1903364380,갤로체스터
1904412958,홀베리
1905461543,키나레스의 신성한 별
1906510136,올드 가어슬리 장소 유적
1907559692,펜타워
1908608273,버그캐슬 바위
1909656878,올드 무어링 오두막
1910706402,코퍼슬리 궁전 유적
1911755980,그린햄 요새
1912804563,킹턴 묘지
1913854134,그럼보어
1914902721,키나레스의 통곡하는 일출
1915951299,호킹 농장
1917000886,리시반의 서식지
1918049487,모디릭 발굴지
1919099061,쥐와 근위대 여관
1920148613,뉴포트
1921198220,비그릴의 신전
131233,호크스턴 묘지
1179833,애쉬윙 농장
2228420,올드 애쉬턴 판잣집
3277965,허스필드 저택
4326545,채링
5376109,우드스미스 농장
6424695,호크로프트
7473275,욤하트 저택
8521866,올드 욤슬리 오두막
9570447,네크로모간 성
10619029,키나레스의 축복받은 승천
11668571,가어포드 농장
12717158,올드 엘라라의 오두막
13765736,짐 사이(Sai) 신전
14814319,아크브리지
15863871,킹스턴 저택
16912457,가어하트 저택 유적
17961044,올드 그린슬리 판잣집
19009626,올드 라이시나의 거처
20058204,올드 라이시리아의 거처
21106790,알드모어
22156329,코퍼포드 과수원
23204908,램브론
24253503,램크로프트
25303064,키나레스의 불타는 예언자
26351650,올드 코퍼슬리 오두막
27400237,올드 버킹슬리 오두막
28448815,키나레스의 노래하는 선지자
29498364,올드 호크하트 오두막
30546948,사이(Sai)의 성물함
31595532,우드스미스 홀
32645087,욤턴 농장
33693665,알라비위르의 감옥
34742268,에펜의 신전
35790853,싱모스
36840401,아그린 감옥
37888982,욤햄 지하 묘지
38937561,차튼
39986144,체스터베리
41035708,키나레스의 고요한 선지자
42084302,마스터링 홀
43133869,캐스포트
44182460,키나레스의 노래하는 재탄생
45232008,웨스트레이
46280586,반월 언덕
47329165,머크로프트 코트
48377753,롱트라이 들판
49427320,커크웰
50475913,마스터턴 농장
51524492,무어스미스 궁전
52574041,고스햄
53622628,램캐슬 자치구
54671213,두노어 실험실
55720691,마스터링 저택
56769371,두더지와 우드척 술집
57818841,마스터스미스 지하 금고
58867426,윅슬리 궁전
59916004,가룰라우스 남작의 저택
60964647,코퍼슬리 저택
62013237,버킹윙 저택
63061829,홀캐슬
64111285,윅슬리 무덤
65159864,싱브리지
66208447,키나레스의 즐거운 예언자
67257029,크리스티나 컬터스
68305607,돼지와 고양이 선술집
69354190,허스스턴 저택 유적
70402769,미드크로프트
71451430,애쉬크로프트 무덤
72500010,차렌본 골짜기
73549483,코퍼턴 농장
74598066,배일브리지
75646652,배일위치
76695233,올드 버킹하우스 판잣집
77743878,윅킹 농장
78792458,립본
79841045,죽은 투구 여관
80890501,우즈슬리 홀
81939081,우즈슬리 홀
82987660,욤스미스 농장
84036238,키나레스의 피 흘리는 승천
85084816,허스하트 궁전
